KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiMoneyCard4,"Only the wealthiest entrepreneurs trade with this card. It can be loaded with up to 1,000,000 Credits. This Money Card is not accepted by normal traders. It requires an Executive ATM to be deposited into a player's Bank.",,,,,,,,,,"只有最富有的企业家才使用此卡交易。最多可充值1,000,000信用点。普通商人不接受此货币卡。需要使用行政级自动柜员机存入玩家的银行。",,,,,,
DoctorOglSvan,Doctor Ogl'Svan,,,,,,,,,,奥格尔斯万博士,,,,,,
PentaxidTankSVT2,Pentaxid Compression Tank,,,,,,,,,,翘曲水晶压缩储罐,,,,,,
bkiPentaxidTankT2,A Pentaxid Fuel Tank that compresses the stored Pentaxid to utilize the most space possible. Can hold three times the amount of pentaxid of a norma Fuel Tank.,,,,,,,,,,一种压缩存储的翘曲水晶燃料箱，以最大化利用空间。可容纳普通燃料箱三倍的翘曲水晶。,,,,,,
PentaxidTankT2,Pentaxid Compression Tank,,,,,,,,,,翘曲水晶压缩储罐,,,,,,
OrionGov,Governor Swanson,,,,,,,,,,斯旺森总督,,,,,,
EngLockley,Engineer Lockley,,,,,,,,,,洛克利工程师,,,,,,
TraderOrionMedic,Doctor Bonilla,,,,,,,,,,博尼利亚博士,,,,,,
Quarantined,Barren (Quarantined),,,,,,,,,,荒芜（隔离）,,,,,,
Quarantined2,Barren (Quarantined),,,,,,,,,,荒芜（隔离）,,,,,,
Quarantined3,Barren (Quarantined),,,,,,,,,,荒芜（隔离）,,,,,,
Quarantined4,Barren (Quarantined),,,,,,,,,,荒芜（隔离）,,,,,,
QuarantinedStarter,Barren (Quarantined),,,,,,,,,,荒芜（隔离）,,,,,,
GhostCoreAdmin,Ghostly Core (Admin),,,,,,,,,,幽灵核心（管理员）,,,,,,
TorpedoLauncherSS,Light Torpedo Launcher,,,,,,,,,,轻型鱼雷发射器,,,,,,
bkiTorpedoLauncherSS,"Launches a slow, but very powerful, torpedo capable of great destruction.",,,,,,,,,,发射速度较慢但威力巨大的鱼雷，可造成巨大破坏。,,,,,,
TorpedoSS,324mm TORP,,,,,,,,,,324毫米鱼雷,,,,,,
ShieldGeneratorSVAux,Auxiliary Shield Generator (SV),,,,,,,,,,辅助护盾发生器（SV）,,,,,,
ShieldGeneratorHVAux,Auxiliary Shield Generator (HV),,,,,,,,,,辅助护盾发生器（HV）,,,,,,
bkiHold01,,,,,,,,,,,,,,,,,
bkiHold02,,,,,,,,,,,,,,,,,
bkiHold03,,,,,,,,,,,,,,,,,
bkiMedikit04,Restores about 150 health over 10 seconds,,,,,,,,,,在10秒内恢复约150点生命值,,,,,,
bkiAuxShield,Provides additional Shield Capacity and Regeneration. Will maintain the shield even if the main Shield Generator has been destroyed.,,,,,,,,,,提供额外的护盾容量和回复速度。即使主护盾发生器被摧毁，也会维持护盾。,,,,,,
ConstructorRecursive,Antique Constructor,,,,,,,,,,古董建造器,,,,,,
WeaponSV01UC,UniCart Rail Gun,,,,,,,,,,通用弹匣轨道炮,,,,,,
WeaponSV02UC,UniCart Gatling Gun,,,,,,,,,,通用弹匣加特林炮,,,,,,
bkiWeaponShipUC,An advanced Small Vessel weapon that utilized 'UniCart' technology to fabricate a full magazine of the appropriate ammunition out of a single 'Universal Cartridge'.,,,,,,,,,,一种先进的小型飞船武器，使用“通用弹匣”技术，从单个“通用弹匣”中制造出装满相应弹药的一个弹匣。,,,,,,
UniversalSVCartridge,Universal Vehicle Cartridge,,,,,,,,,,通用车辆弹匣,,,,,,
bkiUniCartSV,A Cartridge made up of various materials that a Small Vessel weapon utilizing 'UniCart' technology can use to fabricate the relevant ammunition.,,,,,,,,,,一种由各种材料制成的弹匣，用于使用“通用弹匣”技术的小型飞船武器来制造相应弹药。,,,,,,
LockerWShelves2,Lockers,,,,,,,,,,储物柜,,,,,,
ThrusterDecoSmallCV,Thruster S,Schubdüse S,Propulseur S,Propulsore S,Propulsor S,Propulsor S,Propulsor P,Silnik S,Двигатель М,スラスタS,推进器S,小推進器,추진기 S,,Ωθητήρας S,Motor S,Động cơ đẩy S
ThrusterDecoMediumArmoredCV,Thruster Enclosed M,Schubdüse eingebaut M,Propulseur encastré M,Propulsore Chiuso M,Propulsor cubierto M,Propulsor Fechado M,Propulsor Anexo M,Silnik zamknięty M,Двигатель обшитый С,スラスタM,封闭推进器M,封閉中推進器,추진기 인클로즈 M,,Κλειστός Ωθητήρας M,Motor gesloten M,Động cơ đẩy bọc giáp M
ThrusterDecoMediumNormalCV,Thruster Regular M,Schubdüse regulär M,Propulseur standard M,Propulsore Regolare M,Propulsor estándar M,Propulsor Regular M,Propulsor Padrão M,Silnik zwykły M,Двигатель стандартный С,スラスタレギュラーM,常规推进器M,常規中推進器,추진기 일반 M,,Κανονικός Ωθητήρας M,Motor standaard M,Động cơ đẩy thường M
ThrusterDecoMediumSlantCV,Thruster Slant M,Schubdüse schräg M,Propulseur incliné M,Propulsore Semi-Chiuso M,Propulsor inclinado M,Propulsor Inclinação M,Propulsor Inclinado M,Silnik nachylony M,Двигатель с наклонной защитой С,スラスタスラントM,倾斜推进器M,傾斜中推進器,추진기 슬랜트 M,,Λοξός Ωθητήρας M,Motor schuin M,Động cơ đẩy nghiêng M
TaurusBadge,UES Taurus Badge,,,,,,,,,,UES金牛座号徽章,,,,,,
LeoBadge,UES Leo Badge,,,,,,,,,,UES利奥号徽章,,,,,,
OrionBadge,UES Orion Badge,,,,,,,,,,UES猎户座号徽章,,,,,,
SpeedwellBadge,UES Speedwell Badge,,,,,,,,,,UES斯皮德韦尔号徽章,,,,,,
ChalutBadge,UES Chalut Badge,,,,,,,,,,UES沙吕号徽章,,,,,,
RossignolBadge,UES Rossignol Badge,,,,,,,,,,UES罗西尼奥尔号徽章,,,,,,
FukushimaBadge,UES Fukushima Badge,,,,,,,,,,UES福岛号徽章,,,,,,
BonnevilleBadge,UES Bonneville Badge,,,,,,,,,,UES邦纳维尔号徽章,,,,,,
MeriwetherBadge,UES Meriwether Badge,,,,,,,,,,UES梅里韦瑟号徽章,,,,,,
UEFleetBadge,United Earth Fleet Badge,,,,,,,,,,地球联合舰队徽章,,,,,,
bkiFleetBadge,The Badges of the United Earth Fleet Ships can be equipped on armor as Boosts.,,,,,,,,,,地球联合舰队飞船的徽章可以作为增强器装备在装甲上。,,,,,,
Hull,Ancient Steel Block,,,,,,,,,,古钢方块,,,,,,
HullWedge,Ancient Steel Block,,,,,,,,,,古钢方块,,,,,,
HullCorner,Ancient Steel Block,,,,,,,,,,古钢方块,,,,,,
HullWedgeInverse,Ancient Steel Block,,,,,,,,,,古钢方块,,,,,,
CloneChamber_Old,Emergency Teleporter,,,,,,,,,,紧急传送器,,,,,,
HarvestFridgeSV,Harvest Fridge,,,,,,,,,,收获冰箱,,,,,,
bkiHarvestFridge,This Harvest Container acts as a Fridge to keep harvested produce from spoiling.,,,,,,,,,,此收获容器作为冰箱，可防止收获的农产品变质。,,,,,,
RangeSpace,Range (Space)(m),,,,,,,,,,射程（太空）（米）,,,,,,
ChangeToolSS,Change & Rotate Tool,Wechsel- & Rotationsgerät,Outil changer et rotation,Strumento Cambia & Ruota,Herramienta de Cambiar y Rotar,Mudar e Rodar Ferramenta,Ferramenta de rotação,Zmień i obróć narzędzie,Электроблоковёрт,交換&変形ツール,更改与旋转工具,更換&旋轉工具,도구 변경 및 회전,,Εργαλείο Αλλαγής & Περιστροφής,Verander & Roteer gereedschap,Công cụ Thay đổi & Xoay
UpgradeTool,Upgrade/Downgrade Tool,,,,,,,,,,升级/降级工具,,,,,,
bkiUpgradeTool,Tool used for upgrading and downgrading blocks,,,,,,,,,,用于升级和降级方块的工具,,,,,,
DroneSmallFast01Missile,Missile Drone,,,,,,,,,,导弹无人机,,,,,,
DroneSmallFast01Minigun2,Advanced Minigun Drone,,,,,,,,,,高级机枪无人机,,,,,,
CanPickup,Pickup with ([c][44ff00]Shift+F[-][/c]),,,,,,,,,,拾取（[c][44ff00]Shift+F[-][/c]）,,,,,,
Base,MS,SS,GV,"[c][ff7300]Base[-][/c],[c][fdff7d]CV[-][/c],[c][7dff7d]SV[-][/c],[c][7dffff]HV[-][/c]",,,,,,,MS,,,,,,
SS,GV,"[c][7dff7d]SV[-][/c],[c][7dffff]HV[-][/c]",,,,,,,,,GV,,,,,,
bkiWarpDrive,This device is necessary for warp jumps within and between solar systems. This Device can be Upgraded (with an Upgrade/Downgrade Tool or Multi-Tool) to improve its Warp distances.,,,,,,,,,,此设备对于在太阳系内和星系间进行翘曲跳跃是必需的。此设备可以升级（使用升级/降级工具或多功能工具）以提高其翘曲距离。,,,,,,
WarpDriveu1,Warp Drive (Upgrade I),,,,,,,,,,翘曲引擎（升级I）,,,,,,
WarpDriveu2,Warp Drive (Upgrade II),,,,,,,,,,翘曲引擎（升级II）,,,,,,
WarpDriveu3,Warp Drive (Upgrade III),,,,,,,,,,翘曲引擎（升级III）,,,,,,
WarpDriveu4,Warp Drive (Upgrade IV),,,,,,,,,,翘曲引擎（升级IV）,,,,,,
WarpDriveu5,Warp Drive (Upgrade V),,,,,,,,,,翘曲引擎（升级V）,,,,,,
PortalBA,Portal,,,,,,,,,,传送门,,,,,,
bkiPortalBA,"Portals such as these were designed by an Ancinet race of aliens that inhabited the galaxy tens of millions of years ago. They allow near instantaneous travel across vast distances. /n They can be tied into the galactic teleportation network to allow persons to transport to distant teleporters (up to 1000 LY away). /n -- /n Note:  These portals cannot be manufactured, and if disasembled, provide components that are incompatible with modern technolgy.",,,,,,,,,,此类传送门由数千万年前居住在银河系的古代外星种族设计。它们允许几乎瞬间穿越遥远距离。\n它们可以接入银河传送网络，使人员能够传送到遥远的传送器（最远1000光年）。\n-- \n注意：这些传送门无法制造，如果拆卸，会提供与现代科技不兼容的组件。,,,,,,
DrillT2,Laser Drill,,,,,,,,,,激光钻头,,,,,,
trwBlackMarket,Black Market Items,,,,,,,,,,黑市物品,,,,,,
EVArmorBoost,Environmental Armor Boost,,,,,,,,,,环境装甲增强器,,,,,,
AutoJunk,Automated Junkyard Maintenance System,,,,,,,,,,自动垃圾场维护系统,,,,,,
Alliance,Scavengers' Alliance,,,,,,,,,,拾荒者联盟,,,,,,
FoodProcessorMS,Tab Order,,,,,,,,,,标签顺序,,,,,,
bkiTabOrder,This is only to order the Tech-Tree Tabs properly.,,,,,,,,,,这仅用于正确排序科技树标签。,,,,,,
CaptainLopez,Captain Lopez,,,,,,,,,,洛佩兹船长,,,,,,
Adamant Asteroid,Adamant Asteroid,,,,,,,,,,精金小行星,,,,,,
AdamantResource,Atamant Deposit,,,,,,,,,,精金矿藏,,,,,,
descSnowStart,"Difficulty: [c][ffff00][b]Medium[/b][-][/c]\n\nStart: [c][FFFFFF]Crashed Cryo Module[-][/c]\n\nArmor: [c][FFFFFF]None[-][/c]\n\n\n\nAs a passenger on board the UES Leo, you awaken from cryo-sleep to find yourself in the wreckage of one of the ship's Cryo Modules. The world outside was once an arid planet with parched mountains, rugged savanna and grueling plains, shriveled lake-beds with the remains of once thriving plant and animal lifethe. However, the Zirax Empire has turned much of this planet into a wasteland, with numerous junkyards around the world. The watertable has become poluted with radiation, and reactor leakage from abandoned vehicles has irradiated the junkyards. The Zirax use  Ripper Dogs to protect the junkyards from would-be scavengers. This hot, dry and unrelenting planet has a thin atmosphere that is un-breathable by humans.\n\n\n\n[i]- Cool down with water; generate oxygen with the condenser.\n\n- Hostile weather and aggressive neighbours will arrive. Be prepared.[/i]\n\n\n\nNOTE: This starter planet does not allow the use of the Blueprint Factory.",,,,,,,,,,难度：[c][ffff00][b]中等[/b][-][/c]\n\n起始点：[c][FFFFFF]坠毁的低温模块[-][/c]\n\n装甲：[c][FFFFFF]无[-][/c]\n\n\n\n作为UES利奥号上的乘客，你从低温睡眠中醒来，发现自己身处飞船的一个低温模块的残骸中。外面的世界曾是一个干燥的星球，有贫瘠的山脉、崎岖的稀树草原和艰苦的平原，萎缩的湖床残留着曾经繁茂的植物和动物的遗骸。然而，兹瑞克斯帝国已将这颗星球的大部分变成了荒地，世界各地遍布无数垃圾场。地下水位已被辐射污染，废弃车辆的反应堆泄漏也辐射了垃圾场。兹瑞克斯使用撕裂犬来保护垃圾场免受潜在的拾荒者侵害。这颗炎热、干燥且无情的星球有着稀薄的大气层，人类无法呼吸。\n\n\n\n[i]- 用水降温；用冷凝器制造氧气。\n\n- 恶劣天气和好斗的邻居将会到来。做好准备。[/i]\n\n\n\n注意：此起始星球不允许使用蓝图工厂。,,,,,,
HullUltraLargeBlocks,Adamant Blocks,,,,,,,,,,精金方块,,,,,,
AdamantOre,Adamant Ore,,,,,,,,,,精金矿石,,,,,,
AdamantIngot,Adamant ingot,,,,,,,,,,精金锭,,,,,,
AdamantPlate,Adamant Plate,,,,,,,,,,精金板,,,,,,
bkiAdamantPlate,Used to upgrade Combat Steel Blocks to Adamant Blocks,,,,,,,,,,用于将战斗钢方块升级为精金方块。,,,,,,
bkiEnergyCellHydrogen,"Auxiliary fuel source, based on hydrogen.",,,,,,,,,,基于氢气的辅助燃料源。,,,,,,
DrillT3,Dense Resource Drill,,,,,,,,,,高密度资源钻头,,,,,,
bkiDrillT3,A drill designed to mine Adamant Ore. (Added in preparation for Chapter 3).,,,,,,,,,,一种用于开采精金矿石的钻头。（为第3章准备而添加）。,,,,,,
ttwSVConstructor,Mobile Constructor (SV),,,,,,,,,,移动建造器（小型飞船）,,,,,,
bkiZathatronic-2000,"Zapongus weapons are a hybrid of Alien and human Plasma Technology. Once grasped to a wielder, it uses the wielder's own Bio energy to power its attack.This weapon has 3 Fire modes",,,,,,,,,,扎庞格斯武器是外星与人类等离子科技的混合体。一旦被使用者抓握，它会利用使用者自身的生物能量驱动攻击。此武器有3种射击模式。,,,,,,
bkiFylaser,"Zapongus weapons are a hybrid of Alien and human Laser Technology. When held by a wielder, it uses their own energy to power its attacks.",,,,,,,,,,扎庞格斯武器是外星与人类激光科技的混合体。当使用者握持时，它会利用其自身能量驱动攻击。,,,,,,
bkiAwe-N,"Zapongus weapons are a hybrid of Alien and human Technology. This is there attempt to break into the Exploration Market! Long range, Unlimited Ammo! Perfect for behind enemy lines action! It uses the wielder's own Bioenergy to power its attacks. [66ffff] Whaddya mean its too expensive!",,,,,,,,,,扎庞格斯武器是外星与人类科技的混合体。这是它们进军勘探市场的尝试！远程、无限弹药！适合敌后行动！它使用使用者自身的生物能量来驱动攻击。[c][66ffff] 你说太贵了是什么意思！[-][/c],,,,,,
bkiClaw,Zapongus Proudly present. The Claw a Pulse Laser SMG that spits photon darts like an enraged Felinoid! Efficent BX converter tech gets you more shots for your Bioenergy!,,,,,,,,,,扎庞格斯自豪地呈现。利爪脉冲激光冲锋枪，如同愤怒的猫科生物般喷射光子飞镖！高效的BX转换器科技让你从生物能量中获得更多射击次数！,,,,,,
bkiDistranniator,Zapongus weapons are a hybrid of Alien and human ballistic Technology. It uses the wielder's own Bioenergy to power its attacks. [ff0000] This is the best energy Minigun in the universe!,,,,,,,,,,扎庞格斯武器是外星与人类弹道科技的混合体。它使用使用者自身的生物能量来驱动攻击。[c][ff0000] 这是宇宙中最好的能量机枪！[-][/c],,,,,,
bkiZapongus,"Zapongus Industries are a charter member of the ISI group. The smallest conglomorate they focus on melding lost and damaged Weapons Tech into new and even more incrdibly leathal formats. The Zirax woudl have eliminated them long ago if it wasnt for the fact there creations frequently explode on the weilders! Zapongus executives just shrug their tentacles, the guns work well and all combat is risk yes?   [ff00ff]     To unlock this you will need to perform a special mission or two...",,,,,,,,,,扎庞格斯工业是ISI集团的特许成员。作为最小的联合企业，他们专注于将遗失和损坏的武器科技融合成新的、甚至更加致命的格式。如果没有它们的造物经常在使用者手中爆炸的事实，兹瑞克斯早就消灭它们了！扎庞格斯高管只是耸耸肩，枪械工作良好，所有战斗都有风险不是吗？[c][ff00ff] 要解锁此物品，你需要执行一两个特殊任务……[-][/c],,,,,,
bkiAlienNannoTech,"[66ffff] A part of the destroyed alien computer. It looks lke it would fit a Terran Armour Boost slot. In your armor it grants you extra Capacity Speed and durabilty. As a stand alone item on your tool bar it grant low light vision, ore scanning and limited range Radar. This item will remain with you after death though you can remove it manually.",,,,,,,,,,[c][66ffff] 被摧毁的外星电脑的一部分。看起来可以适配地球装甲增强插槽。在你的装甲中，它能提供额外的能量、速度和耐久性。作为工具栏中的独立物品，它能提供低光视觉、矿石扫描和有限范围的雷达。此物品在死亡后仍会保留，但你可以手动移除。[-][/c],,,,,,
bkiEpicDrillSal,A mastercrafted Drill. Capable of even mining Adamant all be it at a slow rate,,,,,,,,,,一把大师级钻头。能够开采精金矿石，尽管速度较慢。,,,,,,
